Número do processo;Número da licença;Tipo da licença;Situação;Data do protocolo;Data de emissão;Data de vencimento da licença;Texto da licença;Extrato da licença;Órgão responsável;Código da tipologia;Descrição da tipologia;Potencial poluidor;Porte do empreendimento;Nome do empreendedor;CPF/CNPJ do empreendedor;Logradouro do empreendedor;Número do endereço do empreendedor;Distrito do empreendedor;Município do empreendedor;CEP do empreendedor;UF do empreendedor;Nome do empreendimento;Classe do empreendimento;CPF/CNPJ do empreendimento;Logradouro do empreendimento;Número do endereço do empreendimento;Distrito do empreendimento;Município do empreendimento;CEP do empreendimento;UF do empreendimento;Outros municípios;Bacia hidrográfica;Rio;Latitude;Longitude
250010606;25000898;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-02-23;2013-05-16;2015-05-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22422901016;"LAMINADOS PLANOS DE AÇO, N.E; PRODUÇÃO DE";3;N;;;;;;;;;USINAS SIDERÚRGICAS DE MINAS GERAIS S/A. USIMINAS;;60.894.730/0063-08;RODOVIA DOM DOMENICO RANGONI;     ;;CUBATÃO;11573900;SP;;51;;7354526;735452
250011812;25000880;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-11-19;2012-12-20;2016-12-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.25211799012;DEPÓSITOS DE MERCADORIAS PARA TERCEIROS, EXCETO ARMAZÉNS GERAIS E GUAR;0;N;;;;;;;;;ECOPATIO LOGISTICA CUBATÃO LTDA;;07.861.782/0001-00;RODOVIA CÔNEGO DOMENICO RANGONI;S/N° ;;CUBATÃO;11573900;SP;;51;;;
250019612;25000942;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-12-06;2014-01-22;2016-01-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22014200010;GASES INDUSTRIAIS (EXCETO GÁS CLORO E OS DA EXTRAÇÃO E REFINO DO PETRÓ;3;N;;;;;;;;;MESSER GASES LTDA;;60.619.202/0048-01;RODOVIA CÔNEGO DOMÊNICO RANGONI;S/N  ;;CUBATÃO;11573000;SP;;51;;7360332;356164
250019612;25000886;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-12-06;2013-03-04;2015-03-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22014200010;GASES INDUSTRIAIS (EXCETO GÁS CLORO E OS DA EXTRAÇÃO E REFINO DO PETRÓ;3;N;;;;;;;;;MESSER GASES LTDA;;60.619.202/0048-01;RODOVIA CÔNEGO DOMÊNICO RANGONI;S/N  ;;CUBATÃO;11573000;SP;;51;;7360332;356164
250011111;25000905;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-05-02;2013-06-11;2015-06-11;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22014200007;"GÁS CARBÔNICO; FABRICAÇÃO DE";3;N;;;;;;;;;WHITE MARTINS GASES INDUSTRIAIS LTDA;;35.820.448/0168-06;RUA SR. RENE FONSECA S/N;0    ;;CUBATÃO;11573100;SP;;51;;7362369;358359
250009012;25000966;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-05-29;2014-07-04;2016-07-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22012600016;"INTERMEDIÁRIOS PARA FERTILIZANTES QUÍMICOS; FABRICAÇÃO DE";3;N;;;;;;;;;CMOC BRASIL MINERAÇÃO INDÚSTRIA E PARTICIPAÇÕES LTDA;;26.108.898/0002-90;RODOVIA CONEGO DOMENICO RANGONI;S/N  ;;CUBATÃO;11573904;SP;;51;;7262377;357720
250004410;25000916;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-06-13;2013-08-20;2015-08-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22422901016;"LAMINADOS PLANOS DE AÇO, N.E; PRODUÇÃO DE";3;N;;;;;;;;;USINAS SIDERÚRGICAS DE MINAS GERAIS S/A. USIMINAS;;60.894.730/0063-08;RODOVIA DOM DOMENICO RANGONI;     ;;CUBATÃO;11573900;SP;;51;;7354526;735452
260065899;26000245;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2000-02-04;2000-10-13;2005-10-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006003;"AREIA; EXTRAÇÃO DE";3;N;;;;;;;;;ITAQUAREIA INDÚSTRIA EXTRATIVA DE MINÉRIOS LTDA;;12.053.546/0001-90;ESTRADA  MUNICIPAL OBARA;200  ;;MOGI DAS CRUZES;8750500;SP;;1;;7496000;374000
260001284;26001100;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-07-29;2005-08-12;2009-08-12;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22710402007;PEÇAS E ACESSÓRIOS PARA TRANSFORMADORES, INDUTORES, CONVERSORES, SINCR;3;N;;;;;;;;;JUPITRANS INDÚSTRIA E COMÉRCIO LTDA.;;51.366.185/0001-93;RUA MARIA DE OLIVEIRA NUNES;351  ;;SUZANO;8655240;SP;;1;;7402052;362368
10082277;26000864;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-05-16;2004-06-28;2005-06-21;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006006;AREIAS, CASCALHOS, PEDREGULHOS E SEMELHANTES;3;N;;;;;;;;;MINERADORA PONTE ALTA LTDA;;00.478.237/0004-25;ESTRADA DO TABOAO DO PARATEI;S/N  ;;MOGI DAS CRUZES;8772010;SP;;61;;7413141;377968
10082277;26001528;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2003-05-16;2006-06-30;2009-06-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006006;AREIAS, CASCALHOS, PEDREGULHOS E SEMELHANTES;3;N;;;;;;;;;MINERADORA PONTE ALTA LTDA;;00.478.237/0004-25;ESTRADA DO TABOAO DO PARATEI;S/N  ;;MOGI DAS CRUZES;8772010;SP;;61;;7413141;377968
260051995;26002986;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-07-20;2011-03-03;2013-03-03;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23822000011;INCINERADORES DE RESÍDUOS DE SERVIÇOS DE SAÚDE;0;N;;;;;;;;;PIONEIRA SANEAMENTO E LIMPEZA URBANA LTDA.;;62.719.083/0022-55;RUA ANTONIO DA SURREICAO;03   ;;SUZANO;8666150;SP;;1;;7391860;366505
260143505;26002192;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-01-16;2008-05-25;2012-05-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23319800009;TAMBORES E TANQUES METÁLICOS PARA EMBALAGEM, RECUPERAÇÃO DE;0;N;;;;;;;;;PETROSOL COMÉRCIO DE TAMBORES BOMBONAS E CONTAINERS EIRELI;;12.195.059/0001-61;ESTRADA ANTONIO ALVES DO PRADO;165  ;;ITAQUAQUECETUBA;8584410;SP;;1;;7408197;363108
260100708;26002574;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-10-07;2009-09-10;2011-09-10;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22029100246;"CORANTES PARA A INDUSTRIA TÊXTIL; FABRICAÇÃO DE";3;N;;;;;;;;;TRADE QUÍMICA COMÉRCIO DE PRODUTOS LTDA.;;10.455.642/0001-39;AVENIDA LOTHAR WALDEMAR HOEHNE;1881 ;;MOGI DAS CRUZES;8775000;SP;;1;;7400190;378036
260113008;26002535;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-02-09;2009-07-05;2012-07-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21354500020;"NÃO TECIDOS OU FALSOS TECIDOS; CONFECÇÃO DE";3;N;;;;;;;;;INDÚSTRIA DE FELTROS SANTA FÉ S/A;;60.730.512/0002-16;ESTRADA TAKEO MATSUMOTO;300  ;;MOGI DAS CRUZES;8730000;SP;;61;;7409022;375475
260089206;26002534;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-02-26;2009-07-05;2012-07-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21354500020;"NÃO TECIDOS OU FALSOS TECIDOS; CONFECÇÃO DE";3;N;;;;;;;;;INDÚSTRIA DE FELTROS SANTA FÉ S/A;;60.730.512/0002-16;ESTRADA TAKEO MATSUMOTO;300  ;;MOGI DAS CRUZES;8730000;SP;;61;;7409022;375475
260081709;26003907;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-08-19;2013-05-14;2018-05-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24922101001;"ÔNIBUS; TRANSPORTE RODOVIÁRIO DE PASSAGEIROS, REGULAR, INTERMUNICIPAL,";0;N;;;;;;;;;VIAÇÃO POA LTDA;;55.017.859/0001-03;RUA PIRACICABA;635  ;;ITAQUAQUECETUBA;8577290;SP;;1;;;
260137810;26003490;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2012-01-10;2012-05-14;2014-05-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22442300006;METALURGIA DOS METAIS PRECIOSOS;3;S;;;;;;;;;BAHLC  INDÚSTRIA E  COMÉRCIO LTDA. ME;;11.360.402/0001-13;RUA DO FERRO;1050 ;;ITAQUAQUECETUBA;8586200;SP;;1;;7392081;545390
260055912;26003940;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-01-10;2013-06-14;2016-06-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.20810006003;"AREIA; EXTRAÇÃO DE";3;N;;;;;;;;;ITAQUAREIA INDUSTRIA EXTRATIVA DE MINERIOS LTDA;;55.023.386/0001-49;AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA;1112 ;;ITAQUAQUECETUBA;8599315;SP;;1;;7403443;362777
260123811;26003826;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-02-14;2013-03-19;2017-03-19;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22822402002;"ELEVADORES PARA CARGAS; FABRICAÇÃO DE";3;N;;;;;;;;;MONTARTE INDUSTRIAL E LOCADORA LTDA;;55.275.911/0004-66;AVENIDA MONTARTE;60   ;;SANTA ISABEL;7500000;SP;;61;;;
260027913;26004006;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-05-03;2013-07-24;2017-07-24;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22229399024;"MANGUEIRAS FLEXÍVEIS DE PLÁSTICO (PVC); FABRICAÇÃO DE";3;N;;;;;;;;;IBIRÁ INDÚSTRIA E COMÉRCIO DE PLÁSTICOS LTDA;;61.478.467/0001-36;ESTRADA DE SANTA FÉ;151  ;;ITAQUAQUECETUBA;8596010;SP;;1;;7400000;460000
260003811;26004732;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-08-07;2015-02-27;2020-02-27;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100007;ATERROS DE RESÍDUOS INERTES E DA CONSTRUÇÃO CIVIL;3;N;;;;;;;;;ITAQUAREIA AMBIENTAL LTDA;;21.544.546/0001-83;ESTRADA GOVERNADOR MARIO COVAS JUNIOR;1000 ;;ITAQUAQUECETUBA;8598835;SP;;1;;7402711;364344
260122107;26004284;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-08-12;2014-02-14;2018-02-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22330305003;CONCRETO USINADO, FABRICAÇÃO DE;3;S;;;;;;;;;PROBETON CONCRETO LTDA;;19.232.896/0001-62;AVENIDA JOSÉ DE SOUZA BRANCO;852  ;;MOGI DAS CRUZES;8750610;SP;;1;;;
260072298;26001245;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;1999-01-13;2005-12-19;2008-12-19;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22019399239;FABRICAÇÃO DE OUTROS PRODUTOS QUÍMICOS INORGÂNICOS NÃO ESPECIFICADOS A;3;N;;;;;;;;;DIATOM MINERAÇÃO LTDA;;43.338.797/0001-44;ESTRADA DO TABOÃO;2511 ;;MOGI DAS CRUZES;8710971;SP;;61;;7408300;372500
270033086;27002855;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2000-08-31;2008-07-30;2011-07-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21510600009;"COUROS E PELES DE BOVINOS; CURTIMENTO E OUTRAS PREPARAÇÕES DE";3;N;;;;;;;;;CURTUME CUBATÃO LTDA;;47.988.423/0001-25;AVENIDA ALBERTO PULICANO;3921 ;;FRANCA;14406100;SP;;71;;7725653;244658
270002597;27001295;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2001-07-27;2003-09-24;2008-09-24;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23701100005;"ESTAÇÕES DE TRATAMENTO DE ESGOTO (ETE); OPERAÇÃO DE";3;N;;;;;;;;;CIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO - ETE LUIZA;;43.776.517/0276-22;AVENIDA DR. ABRAHÃO BRICKMANN;     ;;FRANCA;14400000;SP;;71;;7732342;246264
270043302;27001595;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-12-10;2004-07-12;2006-07-12;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21510600016;"COUROS; TINGIMENTO E PINTURA DE";3;S;;;;;;;;;QUIMIPELE BENEFICIAMENTO E COM. DE COUROS LTDA - ME;;05.096.059/0001-49;RUA DR. FERNANDO FALEIROS DE LIMA;320  ;;RESTINGA;14430000;SP;;71;;7721321;262781
270019004;27002663;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-12-27;2006-12-21;2011-12-21;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";3;N;;;;;;;;;MUNICIPIO DE FRANCA/SISTEMA DE DISPOSIÇÃO FINAL DE RESÍDUOS;;47.970.769/0001-04;RODOVIA  PREF. FÁBIO TALARICO SP-345;0    ;;FRANCA;14400000;SP;;71;;7726110;242391
270019004;27003503;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-12-27;2011-06-21;2016-06-21;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";3;N;;;;;;;;;MUNICIPIO DE FRANCA/SISTEMA DE DISPOSIÇÃO FINAL DE RESÍDUOS;;47.970.769/0001-04;RODOVIA  PREF. FÁBIO TALARICO SP-345;0    ;;FRANCA;14400000;SP;;71;;7726110;242391
270019004;27002809;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-12-27;2007-10-04;2012-10-04;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";3;N;;;;;;;;;MUNICIPIO DE FRANCA/SISTEMA DE DISPOSIÇÃO FINAL DE RESÍDUOS;;47.970.769/0001-04;RODOVIA  PREF. FÁBIO TALARICO SP-345;0    ;;FRANCA;14400000;SP;;71;;7726110;242391
270019004;27003791;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-12-27;2012-07-06;2017-07-06;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23821100001;"ATERROS SANITÁRIOS; GESTÃO DE";3;N;;;;;;;;;MUNICIPIO DE FRANCA/SISTEMA DE DISPOSIÇÃO FINAL DE RESÍDUOS;;47.970.769/0001-04;RODOVIA  PREF. FÁBIO TALARICO SP-345;0    ;;FRANCA;14400000;SP;;71;;7726110;242391
270044907;27003144;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-05-20;2009-05-13;2011-05-13;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;CENTRAL ENERGÉTICA VALE DO SAPUCAÍ LTDA.;;00.372.496/0001-24;ESTRADA DO MAROLO;S/N  ;;PATROCÍNIO PAULISTA;14415000;SP;;71;;7703132;246684
270044907;27003351;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-05-20;2010-08-11;2012-08-11;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;CENTRAL ENERGÉTICA VALE DO SAPUCAÍ LTDA.;;00.372.496/0001-24;ESTRADA DO MAROLO;S/N  ;;PATROCÍNIO PAULISTA;14415000;SP;;71;;7703132;246684
270026606;27003653;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2011-03-09;2012-01-11;2017-01-11;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23701100005;"ESTAÇÕES DE TRATAMENTO DE ESGOTO (ETE); OPERAÇÃO DE";3;N;;;;;;;;;MUNICÍPIO DE BATATAIS (ESTAÇÃO TRATAMENTO ESGOTO - ETE);;45.299.104/0001-87;ESTRADA MUNICIPAL BTT 020;     ;;BATATAIS;14300000;SP;;71;;7687150;234300
270021812;27004006;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2013-03-05;2013-05-14;2015-05-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400005;"ÁLCOOL ETÍLICO DE CANA-DE-AÇÚCAR, HIDRATADO; FABRICAÇÃO DE";3;N;;;;;;;;;PEDRA AGROINDUSTRIAL S/A;;71.304.687/0018-45;FAZENDA SAO LUIZ DA ESPLANADA;     ;;BURITIZAL;14570000;SP;;91;;7762000;222600
270027201;27002051;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2001-07-30;2005-07-29;2010-07-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.28411600008;ADMINISTRAÇÃO PÚBLICA EM GERAL;;N;;;;;;;;;PREFEITURA MUNICIPAL DE PEDREGULHO/ATERRO SANITÁRIO;;45.318.466/0001-78;RUA ANTONIA RIOS QUÉRCIA;     ;;PEDREGULHO;14470000;SP;;91;;;
280031701;28001125;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2001-07-31;2004-12-29;2007-12-29;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21733800005;"EMBALAGENS DE PAPELÃO ONDULADO, IMPRESSAS OU NÃO; FABRICAÇÃO DE";3;N;;;;;;;;;FAPACK INDUSTRIA DE EMBALAGENS LTDA.;;04.134.461/0001-08;RUA DR. NESTOR DE CAMPOS;1201 ;;SÃO CARLOS;13562101;SP;;21;;7564120;198893
280039602;28000730;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-09-26;2003-03-14;2005-03-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;RAÍZEN ENERGIA S.A.;;08.070.508/0125-08;FAZENDA DA SERRA;S/N  ;;IBATÉ;14815000;SP;;21;;7190002;785001
280009802;28000834;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-11-27;2003-06-11;2006-06-11;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;RAÍZEN ENERGIA S.A.;;08.070.508/0125-08;FAZENDA DA SERRA;S/N  ;;IBATÉ;14815000;SP;;21;;7190002;785001
280009802;28001049;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2002-11-27;2004-07-20;2007-07-20;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;RAÍZEN ENERGIA S.A.;;08.070.508/0125-08;FAZENDA DA SERRA;S/N  ;;IBATÉ;14815000;SP;;21;;7190002;785001
280030003;28002144;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-11-24;2008-05-25;2011-05-25;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22219600010;"BORRACHA NATURAL E SINTÉTICA; BENEFICIAMENTO DE";3;N;;;;;;;;;NB NOROESTE  BORRACHA INDÚSTRIA E COMÉRCIO LTDA;;05.098.402/0001-94;RODOVIA ROBERTO MARIO PEROSA - SP 379;     ;;URUPÊS;15850000;SP;;21;;7663319;454056
280030003;28001935;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2004-11-24;2007-06-22;2010-06-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22219600010;"BORRACHA NATURAL E SINTÉTICA; BENEFICIAMENTO DE";3;N;;;;;;;;;NB NOROESTE  BORRACHA INDÚSTRIA E COMÉRCIO LTDA;;05.098.402/0001-94;RODOVIA ROBERTO MARIO PEROSA - SP 379;     ;;URUPÊS;15850000;SP;;21;;7663319;454056
280018805;28001706;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-07-15;2006-11-07;2008-11-07;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;USINA ITAJOBI LTDA - AÇÚCAR E ÁLCOOL;;43.533.819/0003-99;ESTRADA BARRO PRETO À ELISIÁRIO;S/N  ;;MARAPOAMA;15845000;SP;;21;;7654080;693379
280018805;28002376;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2005-07-15;2009-05-08;2011-05-08;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;USINA ITAJOBI LTDA - AÇÚCAR E ÁLCOOL;;43.533.819/0003-99;ESTRADA BARRO PRETO À ELISIÁRIO;S/N  ;;MARAPOAMA;15845000;SP;;21;;7654080;693379
280090005;28001873;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-04-05;2007-04-18;2010-04-18;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21069400022;PRODUTOS DE ORIGEM VEGETAL NÃO ESPECIFICADOS ANTERIORMENTE, MOAGEM E F;3;N;;;;;;;;;KUT KÓ COMÉRCIO E BENEFÍCIO DE CEREAIS LTDA;;08.249.309/0001-21;RODOVIA SP 304, KM 396+750 M;     ;;BORBOREMA;14955000;SP;;21;;7608157;697258
280090005;28002390;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-04-05;2009-01-15;2012-01-15;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21069400022;PRODUTOS DE ORIGEM VEGETAL NÃO ESPECIFICADOS ANTERIORMENTE, MOAGEM E F;3;N;;;;;;;;;KUT KÓ COMÉRCIO E BENEFÍCIO DE CEREAIS LTDA;;08.249.309/0001-21;RODOVIA SP 304, KM 396+750 M;     ;;BORBOREMA;14955000;SP;;21;;7608157;697258
280041704;28002192;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-04-18;2008-05-14;2010-05-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;USINA SANTA ISABEL S/A;;47.524.632/0008-94;RODOVIA  SP 304 - KM 472;S/N  ;;MENDONÇA;15220000;SP;;21;;7660384;644130
280041704;28002281;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2006-04-18;2009-03-01;2011-03-01;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;USINA SANTA ISABEL S/A;;47.524.632/0008-94;RODOVIA  SP 304 - KM 472;S/N  ;;MENDONÇA;15220000;SP;;21;;7660384;644130
280004207;28001979;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-03-08;2007-08-16;2010-08-16;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22539002021;"TEMPERA, CEMENTAÇÃO DE AÇO, RECOZIMENTO DE ARAME, TRATAMENTO TÉRMICO; ";3;N;;;;;;;;;BRASAR TRATAMENTO TÉRMICO LTDA;;08.756.458/0001-87;RUA BRUNO PANHOCA;250  ;;SÃO CARLOS;13570430;SP;;21;;7560445;202709
280068305;28002116;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-03-16;2008-04-26;2013-04-26;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.24731800002;AUTO POSTO;0;S;;;;;;;;;JOCILAINE MELHADO COUGO FERES;;06.213.402/0001-50;RUA ANTENOR LOPES DA SILVA;820  ;;BORBOREMA;14955000;SP;;21;;7607764;698873
280062206;28001896;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-04-12;2007-05-22;2009-05-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;USINA SANTA FÉ S.A.;;45.281.813/0001-35;ESTRADA DA ANTIGA FAZENDA ITAQUERÊ;     ;;NOVA EUROPA;14920000;SP;;21;;7585448;746886
280062206;28002129;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-04-12;2008-06-27;2009-05-22;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21931400013;USINA DE AÇÚCAR E ÁLCOOL;3;N;;;;;;;;;USINA SANTA FÉ S.A.;;45.281.813/0001-35;ESTRADA DA ANTIGA FAZENDA ITAQUERÊ;     ;;NOVA EUROPA;14920000;SP;;21;;7585448;746886
280031406;28002690;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2007-05-10;2010-03-05;2014-03-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22591800006;"EMBALAGENS METÁLICAS; FABRICAÇÃO DE";3;N;;;;;;;;;MAUSER DO BRASIL EMBALAGENS INDUSTRIAIS S.A;;08.246.617/0006-08;VIA AUGUSTO BAMBOZZI;780  ;;MATÃO;15993200;SP;;21;;7606026;771558
280040207;28002412;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-01-30;2009-05-15;2012-05-15;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.23250701017;PEÇAS E ACESSÓRIOS PARA INSTRUMENTOS E UTENSÍLIOS NÃO-ELETRÔNICOS PARA;3;N;;;;;;;;;PROCELL IND. COM. IMP. EXP. DE BIOMATERIAIS E PROD. BIOTECNOLÓG. LTDA;;09.048.457/0001-40;RUA COM. ALFREDO MAFFEI;4001 ;;SÃO CARLOS;13561270;SP;;21;;7562332;202597
280031407;28003786;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-07-30;2014-06-30;2018-06-30;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21033301005;"SUCO CONCENTRADO DE FRUTAS DIVERSAS; PRODUÇÃO DE";3;N;;;;;;;;;CITROLIFE ALIMENTOS LTDA;;03.354.151/0001-36;RUA TROLESI;2215 ;;MATÃO;15991000;SP;;21;;;
280031407;28003012;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2008-07-30;2011-11-05;2015-11-05;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.21033301005;"SUCO CONCENTRADO DE FRUTAS DIVERSAS; PRODUÇÃO DE";3;N;;;;;;;;;CITROLIFE ALIMENTOS LTDA;;03.354.151/0001-36;RUA TROLESI;2215 ;;MATÃO;15991000;SP;;21;;;
280002709;28002578;LICENÇA DE OPERAÇÃO;LO Parcial Emitida;2009-04-07;2009-10-14;2013-10-14;LICENÇA DE OPERAÇÃO;;SP - CETESB;CNAE.22833000034;"MÁQUINAS, APARELHOS E IMPLEMENTOS PARA AGRICULTURA, N.E.; FABRICAÇÃO D";3;N;;;;;;;;;HIDRAMAT MATÃO INDÚSTRIA E COMÉRCIO DE PEÇAS AGRÍCOLAS LTDA.;;64.690.373/0001-14;RUA ALBERTO BENASSI;153  ;;MATÃO;15990585;SP;;21;;7607503;772672
